Name,Peak CCU,Price,Reviews,Metacritic score,User score,Positive,Negative,Achievements,Recommendations,Categories,Genres,Tags
Dead Maze,0,0,"â€œA surprisingly robust-featured game that takes a unique story-oriented approach at whatâ€™s traditionally just a â€œkill or be killedâ€ genreâ€ -maze-a-cute-but-deadly-zombie-mmorpg-1000012422 â€œDead Maze has a very bright, colorful, fun design for such a dire, depressing situation. I really love that contrast.â€ -maze-closed-beta-thoughts/",0,0,0,0,26,0,"Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,In-App Purchases","Action,Free To Play,Massively Multiplayer",
Silent Rain,0,9.99,,0,0,0,0,35,159,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Leaderboards,Family Sharing","Action,Adventure,Indie",
Furry Glory,0,49.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Casual,RPG,Simulation",
P.A.I.N.T.,0,0,,0,0,0,0,16,0,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Partial Controller Support,Steam Leaderboards","Action,Free To Play,Early Access",
Oldowan Playtest,0,0,,0,0,0,0,0,0,,,
Arkio,0,0,,0,0,0,0,0,0,"Tracked Controller Support,VR Supported,Captions available,In-App Purchases,Includes level editor","Animation & Modeling,Design & Illustration",
8-Bit Farm,0,8.99,,0,0,0,0,6,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Casual,Indie,Simulation,Strategy",
MiDZone,0,2.99,,0,0,0,0,25,0,"Single-player,Family Sharing","Action,Indie",
4X4,0,4.99,,0,0,0,0,27,0,"Single-player,Steam Achievements,Full controller support,Steam Leaderboards,Family Sharing","Action,Casual,Indie",
Brewpub Simulator,0,17.99,"â€œWith its engaging gameplay and extensive customization options, Brewpub Simulator is sure to appeal to beer enthusiasts and simulation game lovers alike.â€ GAMINGLYFE",0,0,0,0,19,471,"Single-player,Steam Achievements,Full controller support,Family Sharing","Indie,Simulation",
Realms of Magic,0,5.99,,0,0,0,0,62,911,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing","Action,Adventure,Indie,RPG",
Puss in Combat Boots,0,34.99,,0,0,0,0,20,0,"Single-player,Steam Achievements,Family Sharing",Adventure,
Lucid Awakening 2,0,8.99,â€œThe game had me hooked from the start and was great throughout the around 26 hours it took for me to beat it.â€ 4.5/5 â€“ FFAndMore,0,0,0,0,0,0,"Single-player,Partial Controller Support,Family Sharing","Indie,RPG",
G Prime,0,9.99,,0,0,0,0,27,0,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing","Indie,Simulation",
NargÃ¼l Adventure Playtest,0,0,,0,0,0,0,0,0,VR Only,,
The 9th Station of M.t...,0,3.99,,0,0,0,0,2,0,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing",Indie,
Catch It,0,9.99,,0,0,0,0,5,0,"Single-player,Family Sharing",Casual,
Mi Mi Mi,0,0.99,,0,0,0,0,40,122,"Single-player,Steam Achievements,Steam Trading Cards,Family Sharing","Casual,Indie",
Blade Assault,0,17.99,,0,0,0,0,26,1746,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Family Sharing","Action,Indie",
Spaceship Ace Pilot,0,4.99,,0,0,0,0,16,0,"Single-player,Steam Achievements,Partial Controller Support,Stats,Steam Leaderboards,Family Sharing","Action,Adventure,Casual,Indie,Simulation,Early Access",
ä¸­å›½æˆ˜ç–«,0,9.99,,0,0,0,0,10,0,"Single-player,Steam Achievements,Family Sharing","Simulation,Strategy",
ZOMBEEZ: A Killer Queen Remix,0,8.99,,0,0,0,0,0,0,"Single-player,Full controller support,Family Sharing","Action,Adventure,Indie",
Reef Escape,0,14.99,,0,0,0,0,0,0,"Single-player,Full controller support,Family Sharing","Adventure,Casual",
Hero Tale,0,4.99,,0,0,0,0,34,238,"Single-player,In-App Purchases,Family Sharing","Casual,Indie,RPG,Strategy",
Stealth Inc 2: A Game of Clones,0,1.49,"â€œDonâ€™t be fooled by its obvious influences. Stealth Inc 2 is a great little game that stands out on its own.â€ 80 â€“ Hooked Gamers â€œThough it has obvious inspirations in hard-as-nails, precision platformers like Super Meat Boy, the actual challenges within each of the 60 levels are persistently novel, with little-to-no overlap.â€ 90 â€“ Slant Magazine â€œThanks to its clever puzzle design and brilliant progression, Stealth Inc. 2: A Game of Clones sets itself apart.â€ 85 â€“ IGN",0,0,0,0,12,107,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Leaderboards,Includes level editor,Family Sharing","Action,Adventure,Indie",
A Timely Intervention,0,0.99,,0,0,0,0,18,0,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Adventure,Casual,Indie,RPG,Strategy",
Bound Up & Squirming!,0,1.49,,0,0,0,0,7,0,"Single-player,Steam Achievements,Partial Controller Support,Steam Leaderboards,Family Sharing","Action,Adventure,Casual,Indie,Simulation",
INCISION,0,14.99,,0,0,0,0,0,507,"Single-player,Family Sharing","Action,Indie,Early Access",
X-Blades,0,12.99,"â€œSpectacular fights seasoned up with tactics and a breath of RPG. This title has the ingredients of an instant success!â€ Demonews â€œAs fan of the Devil May Cry series, you will love X-Blades.â€ 80 â€“ GameRadio â€œX-Blades is an absolutely solid hack 'n slay game that can compete with major titles of the genre.â€ 84 â€“ NexNow",54,0,0,0,0,1003,"Single-player,Steam Trading Cards,Partial Controller Support,Family Sharing","Nudity,Violent,Action,Adventure,RPG",
Minecraft: Story Mode - Season Two,0,0,,0,0,0,0,30,1375,"Single-player,Steam Achievements,Full controller support,Family Sharing",Adventure,
æžç®€ä¹±æ–—2-simple fight 2,0,2.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Casual,Indie,Strategy",
NAGAISAN,0,2.24,,0,0,0,0,10,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on TV,Remote Play Together,Family Sharing","Adventure,Casual,Indie,Simulation",
PASKA BATTLE STYLE!,0,0,,0,0,0,0,0,0,Single-player,"Action,Adventure,Indie",
Underworld Ascendant,0,29.99,,37,0,0,0,45,658,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Remote Play on TV,Family Sharing","Action,Adventure,Indie,RPG",
Battle Record: Graizor,0,5.99,,0,0,0,0,5,0,"Single-player,Full controller support,Family Sharing","Action,Indie",
Project Survivor,0,2.99,,0,0,0,0,17,0,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing","Action,Casual,Indie",
RASPBERRY MASH,0,14.99,,0,0,0,0,17,0,"Single-player,Steam Achievements,Steam Cloud,Stats,Family Sharing","Action,Indie",
Touhou SouzinengiV -The Genius of Sappheiros-,0,24.99,,0,0,0,0,45,0,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing",RPG,
ë‚´ ì—¬ë™ìƒê³¼ ì¹œêµ¬ì˜ ì—¬ë™ìƒì„ êµí™˜í•´ ë³´ì•˜ë‹¤,0,2.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Casual,Indie",
UNNAMED,0,0.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Casual,Indie",
ZOLO - Zombies Only Live Once,0,3.99,,0,0,0,0,0,0,"Single-player,Tracked Controller Support,VR Only,Steam Leaderboards,Family Sharing","Action,Casual,Indie,Early Access",
Wild River Run,0,14.99,,0,0,0,0,17,0,"Single-player,Steam Achievements,Family Sharing","Casual,Indie,Massively Multiplayer,Racing",
Reflex,0,0.59,,0,0,0,0,1502,718,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing","Action,Casual,Indie",
Death Upon Us,0,5,,0,0,0,0,12,0,"Single-player,Steam Achievements,Family Sharing","Action,Adventure,Indie,Strategy",
Aim: Warmup,0,0.99,,0,0,0,0,0,0,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Family Sharing","Action,Indie,Sports",
24H Stories: The Blackout,0,4.99,,0,0,0,0,4,0,"Single-player,Steam Achievements,Family Sharing",Indie,
ã‹ã„ã LoopDown,0,2.99,,0,0,0,0,0,0,"Single-player,Family Sharing",Indie,
HellFight Playtest,0,0,,0,0,0,0,0,0,,,
Feathery Ears ç¾½è€³,0,9.99,,0,0,0,0,0,0,"Single-player,Full controller support,Family Sharing","Action,Adventure,Indie",
A Hero's Quest pt1,0,3.99,,0,0,0,0,0,0,"Single-player,Family Sharing",RPG,
Elemdian Playtest,0,0,,0,0,0,0,0,0,,,
Mystic Strife,0,0.99,,0,0,0,0,0,0,"Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Full controller support,Remote Play Together,Family Sharing","Action,Indie",
RESONARK X,0,12.99,,0,0,0,0,7,0,"Single-player,Steam Achievements,Tracked Controller Support,VR Supported,Stats,Steam Leaderboards,Family Sharing","Action,Casual,Indie",
æ··æ²Œå‹‡è€…æ‘ Playtest,0,0,,0,0,0,0,0,0,,,
Mayhem ZX,0,0,,0,0,0,0,0,0,"Single-player,Multi-player,Shared/Split Screen,Full controller support,Steam Leaderboards,Remote Play Together","Action,Indie,Free To Play,Early Access",
Elijah and the Out of this World Adventure,0,3.99,,0,0,0,0,13,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards,Family Sharing","Action,Adventure,Indie,RPG",
Warriors of the Nile,0,12.99,,0,0,0,0,39,2378,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Indie,Strategy",
DOOL,0,1.99,,0,0,0,0,7,0,"Single-player,Steam Achievements,Family Sharing","Casual,Indie",
Ruins to Rumble,0,8.99,,0,0,0,0,0,0,"Single-player,Steam Cloud,Family Sharing","Indie,Simulation,Strategy,Early Access",
Anime Wave Simulator,0,1.99,,0,0,0,0,8,0,"Single-player,Steam Achievements,Family Sharing","Action,Indie",
STRIKERS 1945 III,0,9.99,,0,0,0,0,30,0,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Steam Leaderboards,Family Sharing",Action,
LootLite,0,4.99,,0,0,0,0,15,0,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards,Remote Play Together,Family Sharing",Indie,
Dream Factory,0,9.99,,0,0,0,0,0,0,"Single-player,Steam Trading Cards,Family Sharing","Indie,Simulation,Strategy,Early Access",
Greylaw: Season 1,0,0,,0,0,0,0,6,0,Family Sharing,Early Access,
Street Striker,0,0.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Adventure,Casual,Indie,RPG,Simulation,Sports",
Mannequin,0,15.99,,0,0,0,0,0,0,"Multi-player,PvP,Online PvP,VR Only,Family Sharing",Action,
FINAL FANTASY VII EVER CRISIS,0,0,,0,0,0,0,43,0,"Single-player,Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,In-App Purchases","Adventure,RPG",
Touhou Picross ~ Nazrin's Puzzles,0,3.99,,0,0,0,0,14,0,"Single-player,Steam Achievements,Steam Workshop,Steam Cloud,Family Sharing","Casual,Indie",
Rolling Toolman 2 Deathly Traps,0,0.99,,0,0,0,0,15,0,"Single-player,Steam Achievements,Family Sharing","Adventure,Casual,Indie",
The Banner Saga 3,0,24.99,â€œThe Banner Saga is a classic...it guarantees to be as playable in 20 years as it is right now. And right now it is perfect.â€ 10/10 â€“ Newsweek â€œThe Banner Saga is one of the best games I've played this year.â€ 9/10 â€“ PCGamer â€œThe Journey Mattered ... The Banner Saga 3 is a fantastic end to one of gaming's best trilogies.â€ 9.5/10 â€“ TechRaptor,82,0,0,0,101,2284,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Stats,Steam Leaderboards,Remote Play on Tablet,Remote Play on TV,Family Sharing","Indie,RPG,Strategy",
Hexarchy,0,19.99,,0,0,0,0,67,738,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Family Sharing","Indie,Simulation,Strategy",
Code Romantic,0,9.99,,0,0,0,0,14,0,"Single-player,Steam Achievements,Family Sharing","Adventure,Casual,Indie,Simulation",
NewMe NuMe LuMe: Alien Wars,0,2.39,,0,0,0,0,0,0,"Single-player,Partial Controller Support,Family Sharing","Action,Casual,Indie",
Pixel Art School - ä»Šã‹ã‚‰å§‹ã‚ã‚‹ãƒ‰ãƒƒãƒˆçµµå…¥é–€ -,0,14.99,,0,0,0,0,0,0,"Single-player,Partial Controller Support,Steam Cloud,Family Sharing","Action,Indie",
Brume,0,9.99,,0,0,0,0,13,117,"Single-player,Steam Achievements,Full controller support,Family Sharing","Adventure,Indie",
The Bart Bonte collection,0,9.99,,0,0,0,0,29,0,"Single-player,Steam Achievements,Family Sharing","Casual,Indie",
Grid Cartographer,0,49.99,,0,0,0,0,0,0,,Design & Illustration,
å‹‡è€…åœ£å‰‘ä¼ è¯´ Legend of the Brave Sword,0,6.99,,0,0,0,0,0,0,"Single-player,Full controller support,Family Sharing","Indie,RPG",
Project Mercury,0,0.99,,0,0,0,0,3,0,"Single-player,Steam Achievements,Full controller support,Family Sharing","Action,Indie",
Songs of Skydale,0,7.99,,0,0,0,0,30,0,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Action,Adventure,Indie,RPG,Early Access",
StarCrawlers,0,19.99,"â€œAlready a comprehensive game which shows real delight and ingenuity in its skill systemâ€ Rock, Paper, Shotgun â€œStarCrawlers is sci-fi dungeon crawling done rightâ€ Destructoid",0,0,0,0,41,765,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing","Adventure,Indie,RPG",
Gaggi Clicker,0,0,,0,0,0,0,0,0,Single-player,"Casual,Indie,Simulation,Strategy,Free To Play,Early Access",
Air Hockey VR Playtest,0,0,,0,0,0,0,0,0,VR Only,,
Omega Commando,0,4.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Indie",
Travelin' - Across Europe,0,9.99,,0,0,0,0,0,0,"Single-player,Multi-player,PvP,Online PvP,Family Sharing","Action,Casual,Indie,Simulation,Strategy",
Koi-Koi: Love Blossoms Non-VR Edition,0,27.49,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Adventure,Indie",
Hyper Pop,0,0,,0,0,0,0,0,0,Single-player,Action,
Perfect Vermin,0,0,"â€œTaking around 15 minutes to play through, Perfect Verminâ€™s office smashing antics are an absolute blast. The way the normal office furniture shatters and the vermin splat when you hit them is very satisfying. The narrative is also perfectly executed, with lots of little clues about whatâ€™s really going on throughout and an ending that gives much more significance to your vermin-splatting rampage. Highly recommended.â€ Highly recommended. â€“ Alpha Beta Gamer â€œBut either way it was interesting. It's not really like. Well its actually kind of fun. Smashing stuff not hunting down the vermin, just smashing stuff in general is pretty fun. But the actual experience itself is very unique. I think that's the best compliment you could give. I'm not using it as a sarcastic unique but I mean like literally it was unique.â€ ManlyBadassHero â€œThat was really intense, yeah GG Perfect Vermin, GG Matt.â€ GG â€“ Matt Pat (Game Theory)",0,0,0,0,10,0,"Single-player,Steam Achievements,Partial Controller Support","Action,Adventure,Casual,Indie,Free To Play",
Dungeon D14,0,1.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Indie,Strategy",
The Mechanical Room VR,0,1.99,,0,0,0,0,0,0,"Single-player,Tracked Controller Support,VR Only,Family Sharing",Action,
Airplanes Dogfight Racer,0,3.99,,0,0,0,0,1,0,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Full controller support,In-App Purchases,Remote Play Together,Family Sharing","Action,Adventure,Racing,Simulation,Sports",
Prototype: Paradise Lost,0,1.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Indie,RPG",
Vickinachi,0,0.99,,0,0,0,0,26,0,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Action,Adventure,RPG",
Like a Dragon: Ishin!,0,59.99,,0,0,0,0,56,3586,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Action,Adventure",
Plant Tycoon,0,9.99,,0,0,0,0,0,163,"Single-player,Family Sharing","Casual,Simulation",
Nighttime Terror VR: Dessert Defender,0,4.99,,0,0,0,0,0,0,"Single-player,Tracked Controller Support,VR Only,VR Support,Family Sharing","Casual,Indie",
Tunnel Vision,0,4.99,,0,0,0,0,3,0,"Single-player,Steam Achievements,Family Sharing","Action,Casual,Indie,Early Access",
Spacemancer,0,0,,0,0,0,0,0,0,"Single-player,Full controller support","Casual,Free To Play,Indie",
LunaQuest,0,15.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Adventure,Indie,RPG,Strategy",
Upside,0,1.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Casual,Indie",
Another Hardcore Game,0,1.99,,0,0,0,0,0,0,"Single-player,Partial Controller Support,Family Sharing","Action,Adventure,Indie",
Supreme Ruler 2020 Gold,0,9.99,"'The map of the world here is probably the best global map we've seen in a game. Not only does it make use of NASA satellite imagery to create a high-resolution super-detailed geographical map of the world, but the political aspects are just as accurate.' IGN 'Supreme Ruler 2020 will appeal to the hardcore tabletop strat-fans out there.' Gamezone 'Fans of complex empire-builders such as Superpower and Civilization, rejoice! This game is for you, go forth and prosper in its myriad of options!' Gaming Shogun",65,0,0,0,0,203,"Single-player,Multi-player,Family Sharing",Strategy,
Proxyah v3.1,0,3.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Casual,Indie",
Dashpong,0,9.99,,0,0,0,0,19,0,"Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Stats,Remote Play on TV,Remote Play Together,Family Sharing","Casual,Indie,Sports",
Outworlder Playtest,0,0,,0,0,0,0,0,0,,,
æ­»äº¡æ—…åº— / Death Inn,0,3.99,,0,0,0,0,8,0,"Single-player,Steam Achievements,Family Sharing","Adventure,Casual,Indie,RPG,Strategy",
CYBERHUNK Playtest,0,0,,0,0,0,0,0,0,,,
Haunted School The Presence Behind You,0,8.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Adventure,Indie,Simulation",
"Rolling Hills: Make Sushi, Make Friends",0,14.99,â€œA must-play for fans of cozy and restaurant management-style gameplay.â€ BonusAction â€œA delicious adventure waiting to be savored.â€ Games Reviews 8.5/10 â€“ GamesHub,74,0,0,0,12,112,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Adventure,Casual,Indie,RPG,Simulation",
