Name,Peak CCU,Price,Reviews,Metacritic score,User score,Positive,Negative,Achievements,Recommendations,Categories,Genres,Tags
Maps: U.S.A.,0,4.99,,0,0,0,0,0,0,"Single-player,Family Sharing",Indie,
Christmas Puzzle 4,0,9.99,,0,0,0,0,0,0,"Single-player,Steam Cloud,Family Sharing",Casual,
Christmas Journey to Santa,0,9.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Casual,Indie",
GYATM Dragon Edition,0,4,,0,0,0,0,0,0,"Single-player,Steam Cloud,Family Sharing","Casual,Indie,Strategy",
Martial Arts Brutality Premium,0,8.99,,0,0,0,0,48,0,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Cloud,Steam Turn Notifications,Family Sharing","Action,Indie,Strategy",
Tome of Fates,0,0.99,,0,0,0,0,9,0,"Single-player,Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Workshop,Partial Controller Support,Includes level editor,Family Sharing","Adventure,Casual,Indie,RPG,Strategy,Early Access",
TinShift,0,0,"â€œThe last minute you need to live, regularly pulling out the championship, gives a lot of fun, and the game turns into a perky carnage, where absolutely everyone is chasing you and trying to take over the baton.â€ IGN â€œUnlike the battle royale, the Tinshift player can always be reborn in case of death and again rush into the midst of the battle, as was the case in classic shooters. Such 'hot potatoes' are constantly transferred from player to player in an enchanting meat grinder, which makes the last moments of the match a real epilepsy and dirt.â€ Playground",0,0,0,0,0,0,"Multi-player,PvP,Online PvP,In-App Purchases","Action,Indie,Massively Multiplayer,Early Access",
Geared,0,2.99,"â€œA beautifully designed game, presented with a very distinctive hand-drawn style.â€ GamePro â€œA challenging and inventive puzzle game.â€ TouchArcade â€œIf you're a fan of puzzles, you should definitely check Geared out.â€ SlideToPlay",0,0,0,0,0,0,"Single-player,Family Sharing","Indie,Strategy",
Rose Seed Replica,0,14.99,,0,0,0,0,25,0,"Single-player,Steam Achievements,Full controller support,Family Sharing","Adventure,Indie",
Endless Fighter,0,4.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Indie",
DIE LAST Playtest,0,0,,0,0,0,0,0,0,,,
Flame of Mirrors,0,0.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Violent,Indie",
Globesweeper: Hex Puzzler,0,7.99,â€œA good puzzle game. Thumbs up.â€ Rock Paper Shotgun,0,0,0,0,30,149,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Casual,Indie",
Think_,0,1.99,,0,0,0,0,2,0,"Single-player,Partial Controller Support,Family Sharing","Adventure,Casual,Indie,RPG",
Route8,0,1.79,,0,0,0,0,4,104,"Single-player,Family Sharing","Indie,Simulation",
Grid Games: Color Coded,0,0.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Casual,Indie,Strategy",
Runt of the Litter,0,4.99,,0,0,0,0,27,0,"Single-player,Steam Achievements,Captions available,Steam Cloud,Family Sharing","Adventure,Indie,RPG",
XLaunchpad,0,3.99,,0,0,0,0,0,0,Steam Cloud,Utilities,
Lie of Caelum,0,0,,0,0,0,0,23,0,"Single-player,Steam Achievements,Partial Controller Support","RPG,Free To Play",
Holy Shit,0,0,,0,0,0,0,100,0,"Single-player,Steam Achievements","Casual,Free To Play,Indie",
Command & Conquer: Red Alert 3 - Uprising,0,0,,64,0,0,0,0,3719,"Single-player,Family Sharing",Strategy,
Gummings,0,1.99,,0,0,0,0,0,0,"Single-player,Family Sharing",Strategy,
Confined VR,0,4.99,,0,0,0,0,0,0,"Single-player,Tracked Controller Support,VR Only,Family Sharing",Indie,
Quaddro 2,0,7.99,,0,0,0,0,20,0,"Single-player,Steam Achievements,Steam Cloud,Stats,Family Sharing","Casual,Indie",
Color Sudoku,0,24.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Casual,Indie",
Dickland: Mini Games,0,0.99,,0,0,0,0,15,0,"Single-player,Steam Achievements,Family Sharing","Casual,Indie",
Sugar Lust : Hentai Harem,0,6.79,,0,0,0,0,0,0,"Single-player,Family Sharing","Casual,Indie",
Atomic Heist,0,2.99,,0,0,0,0,31,0,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing","Action,Indie,RPG",
Mirage of Dragon,0,1.94,,0,0,0,0,0,0,"Single-player,Partial Controller Support,Family Sharing","Action,Adventure,Indie",
Red Rage,0,0.99,,0,0,0,0,0,0,"Single-player,Full controller support,Family Sharing","Action,Indie",
æœˆå¤œèµžæ­Œ Melody in the moonlight Playtest,0,0,,0,0,0,0,0,0,,,
Win Big Or Die,0,0,,0,0,0,0,0,0,"Single-player,Partial Controller Support","Action,Free To Play",
EvoluShip,0,4.99,,0,0,0,0,12,0,"Single-player,Steam Achievements,Captions available,Family Sharing","Action,Indie",
Bomber Command,0,14.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Indie,Simulation,Strategy",
The Elder Scrolls V: Skyrim Special Edition,0,39.99,,74,0,0,0,75,167936,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Family Sharing",RPG,
Full Void,0,11.99,"â€œOutOfTheBit have clearly put a lot of care into their exquisitely animated demises, and they inject a real sense of peril into this worldâ€ Rock Paper Shotgun â€œFull Void presents a beautiful, haunting adventure with a grave messageâ€ The Gamer â€œItâ€™s a great throwback to 90â€™s era cinematic platformers, with tons of atmosphere, challenging gameplay and plenty of ways to die! Highly recommended.â€ Alpha Beta Gamer",0,0,0,0,12,174,"Single-player,Steam Achievements,Full controller support,Family Sharing","Action,Adventure,Indie",
Station Zeta,0,5.99,,0,0,0,0,17,0,"Single-player,Steam Achievements,Full controller support,Family Sharing","Action,Indie",
The Enjenir,0,14.99,,0,0,0,0,0,453,"Single-player,Family Sharing","Action,Simulation,Early Access",
From Scratch,0,8.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Adventure,Indie,Early Access",
Eternity Protectors,0,3.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Indie,RPG,Strategy",
Key Escape,0,0.99,,0,0,0,0,6,0,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing","Casual,Indie",
Buried Alive: Breathless Rescue,0,12.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Indie,Simulation",
Cow Girls 3 Stories,0,0.99,,0,0,0,0,12,0,"Single-player,Steam Achievements,Family Sharing",Indie,
Walking Zombie 2,0,0,,0,0,0,0,32,0,"Single-player,Steam Achievements,Steam Trading Cards,In-App Purchases,Steam Cloud","Action,Adventure,Indie,RPG",
Zombie Prison Break,0,3.99,,0,0,0,0,11,0,"Single-player,Full controller support,Family Sharing","Action,Casual",
SLIDE: platformer,0,4.99,,0,0,0,0,0,0,"Single-player,Full controller support,Family Sharing","Indie,Early Access",
Grimstar: Welcome to the savage planet Playtest,0,0,,0,0,0,0,0,0,,,
Clandestine,0,9.99,"â€œGrab a friend, jump on to a third-party voice chat program, and go play Clandestine. I have no doubt you'll come away with a memorable gaming experience.â€ 8/10 â€“ Destructoid â€œClandestine is a great cooperative game and a good single player game. Try it if you are in search of an original take on the stealth genre.â€ 8.7/10 â€“ Multiplayer â€œClandestine is one of the best coop experiences we've played so far. We've loved working together with a friend, both as a hacker and as a spy.â€ 8.3/10 â€“ Vandal",69,0,0,0,50,336,"Single-player,Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Family Sharing","Action,Indie",
Brainfuck,0,2.99,,0,0,0,0,0,0,"Single-player,Steam Cloud,Stats,Includes level editor,Family Sharing","Casual,Indie,Simulation,Strategy",
baby game plan 0-3,0,3.99,,0,0,0,0,0,0,"Single-player,Family Sharing",Indie,
Dirty Blood,0,0,,0,0,0,0,18,0,Single-player,"Action,Indie",
Barkelona,0,2.99,,0,0,0,0,8,0,"Single-player,Steam Achievements,Captions available,Family Sharing","Casual,Indie",
BattleCON: Online,0,0,"â€œOne of the best games I have ever played. Ever.â€ Tom Vasel, The Dice Tower â€œSimply amazing.â€ 5/5 â€“ Giant Fire-Breathing Robot",0,0,0,0,39,0,"Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,In-App Purchases","Free To Play,Indie,Strategy,Early Access",
Red Comrades Save the Galaxy: Reloaded,0,3.99,8.1/10 â€“ GreatGamer Ð½Ð¾ÑÑ‚Ð°Ð»ÑŒÐ¶Ð¸ 5/5 â€“ Iguides 8.5/10 â€“ VGTimes,0,0,0,0,27,695,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Family Sharing",Adventure,
Sinbad Playtest,0,0,,0,0,0,0,0,0,,,
MADiSON VR,0,34.99,,0,0,0,0,31,0,"Single-player,Steam Achievements,Tracked Controller Support,VR Only,Steam Cloud,Family Sharing","Action,Adventure,Indie,Simulation",
Divided Skies,0,0,,0,0,0,0,13,0,"Single-player,Steam Achievements,Full controller support","Action,Adventure,Free To Play,Indie,Racing",
Higurashi When They Cry Hou - Ch.4 Himatsubushi,0,5.99,,0,0,0,0,8,520,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing","Adventure,Casual,Indie",
Bondage Girl,0,2.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Casual,Indie,RPG,Simulation,Early Access",
ZPlague,0,0,,0,0,0,0,5,0,"Single-player,Multi-player,PvP,Online PvP","Action,Indie,Strategy",
NO LOVE,0,16.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Indie,RPG",
Fira,0,9.99,,0,0,0,0,12,0,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Adventure,Casual,Indie",
å±±æµ·çš†å¯å¹³,0,9.99,,0,0,0,0,0,0,"Single-player,Partial Controller Support,Family Sharing","Action,Adventure,Indie,RPG",
Pixelstar Hero,0,0.99,,0,0,0,0,0,0,"Single-player,Family Sharing",RPG,
Speed Climb,0,7.99,,0,0,0,0,3,0,"Single-player,Steam Achievements,Family Sharing","Action,Indie",
Gynophobia,0,1.99,,0,0,0,0,0,600,"Single-player,Full controller support,Steam Trading Cards,Family Sharing","Action,Adventure,Indie",
Get Out,0,8.99,,0,0,0,0,0,0,"Single-player,Multi-player,Co-op,Online Co-op,Family Sharing","Indie,Strategy,Early Access",
Wish,0,2.99,,0,0,0,0,99,3084,"Single-player,Family Sharing","Action,Adventure,Casual,Indie",
Mission in Snowdriftland - Snowlogue,0,0,,0,0,0,0,8,0,"Single-player,Steam Achievements,Full controller support,Remote Play on TV","Action,Adventure,Casual,Indie,Free To Play",
Soulflow,0,2.99,,0,0,0,0,8,0,"Single-player,Steam Achievements,In-App Purchases,Family Sharing","Adventure,Casual,Indie,RPG",
Valley of Kings,0,10.99,,0,0,0,0,9,0,"Single-player,Steam Achievements,Family Sharing","Adventure,RPG,Strategy",
DiyMachinery ï¼ˆè‡ªå®šä¹‰æœºæ¢°ï¼‰,0,0.99,,0,0,0,0,10,0,"Single-player,Family Sharing","Adventure,Indie,Simulation,Strategy",
Fragments,0,0,,0,0,0,0,0,0,"Single-player,Multi-player,Shared/Split Screen,VR Only,Partial Controller Support,Remote Play Together","Adventure,Indie",
Cemetery Mary,0,0,,0,0,0,0,0,0,Single-player,"Free To Play,Indie,RPG",
Hidden Objects - Cartoon Fantasy,0,1.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Casual,Indie,RPG,Strategy",
Keep the Lights On,0,0,,0,0,0,0,9,0,"Single-player,Full controller support","Adventure,Indie",
Creator's Asteroid,0,4.99,,0,0,0,0,33,0,"Single-player,Steam Achievements,Steam Workshop,Partial Controller Support,Steam Cloud,Includes level editor,Family Sharing","Action,Adventure,Casual,Indie,Early Access",
JDM: Rise of the Scorpion,0,0,,0,0,0,0,0,0,"Single-player,Full controller support","Racing,Simulation,Sports",
My city and army,0,1.99,,0,0,0,0,0,0,"Single-player,Multi-player,Family Sharing","Casual,Indie,Simulation,Strategy",
Hentai Evilgirls,0,0.99,,0,0,0,0,10,0,"Single-player,Steam Achievements,Family Sharing","Casual,Indie,Strategy",
Code Of Superheroes,0,6.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Casual,Indie,RPG,Simulation,Strategy",
Operation of North Kingdom,0,9.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Adventure,Casual,Indie",
Resume MakerÂ® for Mac,0,19.99,,0,0,0,0,0,0,,Education,
Deadly Delivery,0,6.99,,0,0,0,0,29,0,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing","Casual,Indie",
Stonerid,0,4.99,,0,0,0,0,37,158,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Family Sharing","Action,Indie",
A Tale of Two Kingdoms,0,11.99,"â€œMost of the hand-drawn backgrounds are little works of art ... It offers a replay value thatâ€™s unseen in most adventures.â€ Hardcore Gaming 101 â€œIf ATOTK came out during the genre's heyday, we'd probably be waxing nostalgic about it today in the same breath as King's Quest.â€ Games for Windows â€œA Tale of Two Kingdoms simply blew me away ... This game is a great achievement.â€ A â€“ Just Adventure",0,0,0,0,34,0,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Commentary available,Family Sharing","Adventure,Indie",
DeoVR Video Player,0,0,,0,0,0,0,0,0,"Full controller support,Tracked Controller Support,VR Only","Utilities,Video Production",
Mahjong Stories: Vampire Romance,0,4.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Casual,Strategy",
Adventure Minesweeper,0,0.99,,0,0,0,0,12,0,"Single-player,Steam Achievements,Family Sharing","Casual,Indie",
Amigo VR,0,0,,0,0,0,0,0,0,"Multi-player,PvP,Online PvP,Tracked Controller Support,VR Only","Casual,Free To Play,Massively Multiplayer,Simulation,Strategy",
The Moonflower (Alpha),0,0,,0,0,0,0,0,0,"Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,In-App Purchases","Action,Adventure,Free To Play,Simulation,Strategy",
Eredia 2: The Great War,0,7.99,,0,0,0,0,42,0,"Single-player,Partial Controller Support,Steam Cloud,Family Sharing","Adventure,Casual,Indie,RPG",
Dual Family I - IX,0,6.99,,0,0,0,0,0,169,"Single-player,Family Sharing","Casual,Indie,Simulation",
Morendo,0,0,,0,0,0,0,0,0,Single-player,"Free To Play,Indie",
Horror Office,0,2.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Indie",
Project Chimera Playtest,0,0,,0,0,0,0,0,0,VR Only,,
Pretty Girls Breakout! PLUS,0,4.99,,0,0,0,0,11,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards,Family Sharing","Action,Casual,Sports",
Aim Master H,0,2.99,,0,0,0,0,15,0,"Single-player,Steam Achievements,Family Sharing",Action,
Vehicle Beat Zombie,0,5.99,,0,0,0,0,0,0,"Single-player,Partial Controller Support,Family Sharing","Action,Casual,Indie,Early Access",
AWA 2024,0,4.99,,0,0,0,0,30,0,"Single-player,Steam Achievements,Partial Controller Support,Steam Leaderboards,Family Sharing","Action,Indie",
Lonely Knight,0,0,,0,0,0,0,0,0,Single-player,"Action,Adventure",
Collab Ball,0,2.99,,0,0,0,0,11,0,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together,Family Sharing","Casual,Indie",
Three Kingdoms VR - Jade Knight (å…‰ä¹‹ä¸‰åœ‹VR - é’é¾é¨Ž),0,8.99,,0,0,0,0,9,0,"Single-player,Steam Achievements,Tracked Controller Support,VR Only,Steam Cloud,Family Sharing","Action,Casual,Simulation,Sports",
Platformer,0,14.99,,0,0,0,0,3,0,"Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Family Sharing","Action,Adventure,Indie,RPG,Early Access",
Sky Is Arrows,0,0,,0,0,0,0,58,0,"Single-player,Steam Achievements,Steam Trading Cards,Steam Leaderboards","Adventure,Casual,Free To Play,Indie,RPG,Strategy",
The Thief In The Dark,0,2.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Adventure,Indie,RPG",
They Ð¡ame From Above,0,24.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Casual,Indie,Strategy",
Achievement Lurker: You are going to have to work hard for these nuts,0,1.99,,0,0,0,0,4956,0,"Single-player,Steam Achievements,Family Sharing",RPG,
Pitch Black,0,1.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Indie",
The Last Castle Playtest,0,0,,0,0,0,0,0,0,,,
Super MineSweeper,0,1.99,,0,0,0,0,0,0,"Single-player,Multi-player,Co-op,Online Co-op,Family Sharing","Casual,Indie,Racing,Simulation,Strategy",
Suika Shapes,0,4.99,,0,0,0,0,59,0,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards,Remote Play Together,Family Sharing","Action,Casual",
SPACE DANCE,0,0.99,,0,0,0,0,15,0,"Single-player,Steam Achievements,Family Sharing","Action,Adventure,Indie",
The 7th Guest: 25th Anniversary Edition,0,9.99,"â€œStunning and revolutionary graphics; a slice of history for adventure fans.â€ Adventure Gamers â€œIâ€™d recommend you should go for it. Without a doubt, the 7th Guest Remastered is a work of art.â€ PocketMeta",0,0,0,0,28,198,"Single-player,Steam Achievements,Steam Cloud,Family Sharing",Adventure,
BloodRayne: Terminal Cut,0,14.99,,0,0,0,0,13,1078,"Single-player,Steam Trading Cards,Partial Controller Support,Family Sharing",Action,
Chi Busters,0,1.99,,0,0,0,0,0,0,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Partial Controller Support,Remote Play Together,Family Sharing","Action,Casual,Indie",
Boosted Survivors,0,0.99,,0,0,0,0,18,113,"Single-player,Full controller support,Family Sharing","Action,Indie,RPG",
Glitch Of The Game,0,0.99,,0,0,0,0,14,0,"Single-player,Steam Achievements,Family Sharing","Indie,RPG",
Perky Little Things,0,8.99,,0,0,0,0,10,705,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Adventure,Casual,Indie",
Saviors of Sapphire Wings / Stranger of Sword City Revisited,0,49.99,,0,0,0,0,83,165,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Family Sharing",RPG,
pixelBOT EXTREME!,0,9.99,"â€œThe color mechanic really adds something original to the genre and it's by far one of the better, if not the best, retro-inspired shooter we played in a while.â€ 8.5/10 â€“ GamingBoulevard â€œpixelBOT EXTREME! is a very addictive â€˜one more goâ€™ retro-inspired shoot â€™em up with a colourful twist. Despite the game making me rather frustrated and constantly in a panic, I found that I couldnâ€™t stop playing it due to being determined to make it to the end and cross the flag, even if it meant bypassing most of the collectables.â€ 8.0/10 â€“ GamePitt â€œPixelBot Extreme! ist ein sehr unterhaltsames Arcade-Shoot'em-Up, das vor allem durch seinen wohl durchdachten Koop-Modus glÃ¤nzt. Trotz des harten Schwierigkeitsgrades fesselt das Spiel sehr durch seine Level-Designs und den Willen die Herausforderung zu meistern.â€ 8/10 â€“ PlayFront",0,0,0,0,16,0,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Remote Play Together,Family Sharing","Action,Indie",
My Married Cousin's Need for Seed,0,9.99,,0,0,0,0,12,159,"Single-player,Steam Achievements,Full controller support,Family Sharing",Casual,
Deadly Delivery,0,1.99,,0,0,0,0,7,0,"Single-player,Steam Achievements,Family Sharing","Action,Adventure,Indie",
Sacred Citadel,0,9.99,,61,0,0,0,35,587,"Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Full controller support,Stats,Steam Leaderboards,Remote Play on TV,Remote Play Together,Family Sharing",Action,
the fairytale of DEATH,0,0,,0,0,0,0,0,0,Single-player,"Action,Adventure,Casual,Free To Play,Indie,RPG,Strategy",
Explosive Candy World,0,3.99,,0,0,0,0,10,0,"Single-player,Steam Achievements,Full controller support,Family Sharing","Action,Adventure,Indie",
Christmas Puzzle 3,0,4.99,,0,0,0,0,42,0,"Single-player,Steam Achievements,Steam Cloud,Family Sharing",Casual,
Lost in the Mine,0,9.99,,0,0,0,0,0,0,"Single-player,Full controller support,Family Sharing","Adventure,Indie",
Winter Voices,0,0,,0,0,0,0,64,192,"Single-player,Steam Achievements,Steam Trading Cards","Adventure,Indie,RPG",
SPRAWL,0,14.99,"â€œAs of now this is my boomer shooter of the year.â€ JarekTheGamingDragon â€œSPRAWL's menacing aesthetic, exciting gunplay and an unbelievably good soundtrack make for a yet another fantastic FPS campaign that leaves me wanting more in the future.â€ Game Luster â€œFluid movement, excellent level design, gratifying combat and a bombastic soundtrack make SPRAWL a fantastic and challenging shooterâ€ Finger Guns",0,0,0,0,31,1139,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Indie",
So long as there is Mercy,0,0,,0,0,0,0,26,0,"Single-player,Steam Achievements","Adventure,Free To Play,Indie",
Finger Guessing King,0,0.99,,0,0,0,0,0,0,"Single-player,Multi-player,PvP,Online PvP,Family Sharing","Casual,Indie,Strategy",
Epic Dumpster Bear 2: He Who Bears Wins,0,2.99,,0,0,0,0,24,0,"Single-player,Steam Achievements,Full controller support,Family Sharing","Action,Indie",
Marauders,0,29.99,,0,0,0,0,0,12692,"Multi-player,PvP,Online PvP,Co-op,Online Co-op","Action,Early Access",
å‹‡è€…ä¸Žäº¡çµä¹‹éƒ½,0,6.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Indie,RPG",
New Zealand Virtual Debating Chamber,0,0,,0,0,0,0,0,0,"Single-player,Tracked Controller Support,VR Only","Free To Play,Simulation",
SwayBods,0,4.99,,0,0,0,0,15,0,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Action,Casual,Indie,Strategy",
Not So Heart,0,4.99,,0,0,0,0,16,0,"Single-player,Steam Achievements,Full controller support,Family Sharing",Indie,
Contra Anniversary Collection,0,19.99,,0,0,0,0,16,849,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Remote Play Together,Family Sharing",Action,
REPULSE: Galactic Rivals,0,1.99,,0,0,0,0,43,0,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Remote Play Together,Family Sharing","Action,Casual,Indie,Sports",
DoC God Mode Edition,0,24.99,,0,0,0,0,0,0,"Single-player,Steam Cloud,Family Sharing","Adventure,Indie,RPG",
B.I.N.D.,0,14.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Casual",
Crime Stories 2: In the Shadows,0,5.39,,0,0,0,0,0,0,"Single-player,Family Sharing",Casual,
The Crane Trials: Red Edition,0,4.99,,0,0,0,0,0,0,"Single-player,Steam Achievements,Tracked Controller Support,VR Only,Family Sharing","Adventure,Indie,Simulation",
Ptero Pursuit,0,9.99,,0,0,0,0,0,0,"Single-player,Family Sharing",Casual,
Drive Forward,0,0.59,,0,0,0,0,4,0,"Single-player,Steam Achievements,Partial Controller Support,Stats,Family Sharing","Casual,Indie,Racing,Simulation",
BlamBox,0,0,"â€œFor casual games, the best ones seem to always nail it with it comes to graphics, gameplay, and replayability. Released just this week on Steam, BlamBox ticks all three boxes.â€ Esquire Magazine â€œâ€œBlamBoxâ€ is one interesting indie game. Innovative and refreshingly unique, the game is a throwback to the golden age of arcade games, when players concerned themselves with chasing after the elusive high score instead of saving princesses or overthrowing galactic overlords.â€ GMA News Network",0,0,0,0,18,0,"Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards","Action,Casual,Indie",
Y. Village - The Visitors,0,7.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Adventure,Indie",
The Squeal of the Pig,0,3.99,,0,0,0,0,6,0,"Single-player,Steam Achievements,Family Sharing","Casual,Indie",
Clockwork Dawn,0,19.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Simulation,Strategy,Early Access",
Wolfsong,0,1.5,,0,0,0,0,0,0,"Single-player,Partial Controller Support,Family Sharing","Adventure,Casual,Indie,RPG",
Bloody Ink,0,9.99,,0,0,0,0,34,0,"Single-player,Steam Achievements,Family Sharing","Action,Adventure,Indie,Strategy",
Super Gerry,0,2.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Adventure",
War Smith,0,0,,0,0,0,0,0,0,"Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Full controller support,Remote Play Together","Action,Casual,Free To Play,Indie",
Water Ball,0,9.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Casual,Indie,Strategy",
Ponkle,0,2.99,,0,0,0,0,16,0,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Action,Casual,Indie",
REMEDIUM Playtest,0,0,,0,0,0,0,0,0,,,
Alcoholic Daddy,0,0.99,,0,0,0,0,0,0,"Single-player,Family Sharing",Indie,
Clawface,0,0,,0,0,0,0,1,0,"Single-player,Steam Achievements,Steam Workshop,Partial Controller Support,Steam Leaderboards,Includes level editor","Violent,Gore,Action,Free To Play,Indie",
Human or Not,0,9.99,â€œHuman or Not is sci-fi Papers Please with some neat additions.â€ The Geekly Grind â€œThis is honestly one of the more exciting games for me.â€ Final Weapon,0,0,0,0,28,0,"Single-player,Steam Achievements,Family Sharing","Indie,Simulation",
Star Mine,0,5.58,,0,0,0,0,0,0,"Single-player,Partial Controller Support,Family Sharing","Action,Indie",
Cryodeath VR,0,17.99,,0,0,0,0,0,0,"Single-player,Tracked Controller Support,VR Only,Family Sharing","Adventure,Indie",
Guacomole,0,3.99,,0,0,0,0,20,0,"Single-player,Steam Achievements,Full controller support,Family Sharing","Action,Casual,Indie,Strategy",
Hidden World 5 Top-Down 3D,0,199.99,,0,0,0,0,6,0,"Single-player,Steam Achievements,Steam Leaderboards,Family Sharing","Action,Adventure,Casual,Indie,Racing,RPG,Simulation,Sports,Strategy",
The Harbinger's Head,0,2.99,,0,0,0,0,0,0,"Single-player,Captions available,Steam Cloud,Family Sharing","Adventure,Indie,RPG",
KenshÅ,0,3.99,,0,0,0,0,10,0,"Single-player,Family Sharing","Casual,Indie",
1bitHeart,0,2.99,"â€œ1bitHeart is a unique game that shows you the importance of friendship in a different way that most other games do. If you enjoy mysteries, visual novels or the art style presented on the game, Iâ€™m pretty sure youâ€™ll enjoy this little gem.â€ 90 â€“ Operation Rainfall â€œI loved my time spent in this goofy, sci-fi world. It wasnâ€™t perfect, but it was a wonderful way to waste a few hours. If Miwashiba ever decides to grace us with any more of these delightfully odd little experiences in the future, you can bet your ass that I intend to play them.â€ 75 â€“ Destructoid â€œ1bitHeart caters to a specific target audience, but what it does for this type of experience it does well. It takes about four hours to complete which feels like about the proper length for it. Solving mysteries and making friends is the goal Misane has for Nanashi, and watching him panic and squirm while awkwardly fumbling through conversations has a certain endearing and relatable charm to it.â€ 80 â€“ Hardcore Gamer",0,0,0,0,60,742,"Single-player,Steam Achievements,Steam Trading Cards,Family Sharing","Adventure,Casual,Indie",
The Scenic Treasures - Japanese Learning,0,39.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Casual,Simulation",
Qyllscape,0,2.49,,0,0,0,0,9,0,"Single-player,Steam Achievements","Casual,Simulation,Design & Illustration,Utilities",
Lingering Fragrance,0,3.99,,0,0,0,0,8,541,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing","Adventure,Casual,Indie",
The Jackbox Megapicker,0,0,,0,0,0,0,0,0,,"Free To Play,Utilities",
BoomCrash,0,24.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Casual,Indie",
Fallen Hero: Rebirth,0,6.99,,0,0,0,0,65,379,"Single-player,Steam Achievements,Captions available,Steam Cloud,Family Sharing","Adventure,Indie,RPG",
